Character,Line,Line Number
SIR ROBERT CHILTERN,"I love her more than anything in the world.  I used to think ambition the great thing.  It is not.  Love is the great thing in the world.  There is nothing but love, and I love her.  But I am defamed in her eyes.  I am ignoble in her eyes.  There is a wide gulf between us now.  She has found me out, Arthur, she has found me out.",780
SIR ROBERT CHILTERN,"My wife!  Never!  She does not know what weakness or temptation is.  I am of clay like other men.  She stands apart as good women do—pitiless in her perfection—cold and stern and without mercy. But I love her, Arthur.  We are childless, and I have no one else to love, no one else to love me.  Perhaps if God had sent us children she might have been kinder to me.  But God has given us a lonely house.  And she has cut my heart in two.  Don’t let us talk of it.  I was brutal to her this evening.  But I suppose when sinners talk to saints they are brutal always.  I said to her things that were hideously true, on my side, from my stand-point, from the standpoint of men.  But don’t let us talk of that.",782
SIR ROBERT CHILTERN,"God grant it!  God grant it!  But there is something more I have to tell you, Arthur.",784
SIR ROBERT CHILTERN,Thank you.,786
SIR ROBERT CHILTERN,No; I walked from the club.,788
SIR ROBERT CHILTERN,"Arthur, you must let me stay for five minutes.  I have made up my mind what I am going to do to-night in the House.  The debate on the Argentine Canal is to begin at eleven.  What is that?",792
SIR ROBERT CHILTERN,I heard a chair fall in the next room.  Some one has been listening.,794
SIR ROBERT CHILTERN,"There is some one.  There are lights in the room, and the door is ajar.  Some one has been listening to every secret of my life.  Arthur, what does this mean?",796
SIR ROBERT CHILTERN,Do you give me your word that there is no one there?,798
SIR ROBERT CHILTERN,Your word of honour?,800
SIR ROBERT CHILTERN,"Arthur, let me see for myself.",802
SIR ROBERT CHILTERN,"If there is no one there why should I not look in that room?  Arthur, you must let me go into that room and satisfy myself. Let me know that no eavesdropper has heard my life’s secret.  Arthur, you don’t realise what I am going through.",804
SIR ROBERT CHILTERN,"It is not enough.  I insist on going into this room.  You have told me there is no one there, so what reason can you have for refusing me?",806
SIR ROBERT CHILTERN,"Ah, I thought so!",808
SIR ROBERT CHILTERN,Stand back.  My life is at stake.  And I don’t care who is there.  I will know who it is to whom I have told my secret and my shame.,810
SIR ROBERT CHILTERN,What explanation have you to give me for the presence of that woman here?,812
SIR ROBERT CHILTERN,"She is a vile, an infamous thing!",814
SIR ROBERT CHILTERN,"You are mad.  What have I to do with her intrigues with you?  Let her remain your mistress!  You are well suited to each other.  She, corrupt and shameful—you, false as a friend, treacherous as an enemy even—",816
SIR ROBERT CHILTERN,"Let me pass, sir.  You have lied enough upon your word of honour.",818
SIR ROBERT CHILTERN,"‘I want you.  I trust you.  I am coming to you. Gertrude.’  Oh, my love!  Is this true?  Do you indeed trust me, and want me?  If so, it was for me to come to you, not for you to write of coming to me.  This letter of yours, Gertrude, makes me feel that nothing that the world may do can hurt me now.  You want me, Gertrude?",1080
SIR ROBERT CHILTERN,"You trust me, Gertrude?",1082
SIR ROBERT CHILTERN,Ah! why did you not add you loved me?,1084
SIR ROBERT CHILTERN,"Gertrude, you don’t know what I feel.  When Montford passed me your letter across the table—he had opened it by mistake, I suppose, without looking at the handwriting on the envelope—and I read it—oh! I did not care what disgrace or punishment was in store for me, I only thought you loved me still.",1086
SIR ROBERT CHILTERN,"Are you sure of this, Gertrude?",1088
SIR ROBERT CHILTERN,Then I am safe!  Oh! what a wonderful thing to be safe!  For two days I have been in terror.  I am safe now.  How did Arthur destroy my letter?  Tell me.,1090
SIR ROBERT CHILTERN,I wish I had seen that one sin of my youth burning to ashes.  How many men there are in modern life who would like to see their past burning to white ashes before them!  Is Arthur still here?,1092
SIR ROBERT CHILTERN,"I am so glad now I made that speech last night in the House, so glad.  I made it thinking that public disgrace might be the result.  But it has not been so.",1094
SIR ROBERT CHILTERN,"I think so.  I fear so, almost.  For although I am safe from detection, although every proof against me is destroyed, I suppose, Gertrude . . . I suppose I should retire from public life?",1096
SIR ROBERT CHILTERN,It is much to surrender.,1098
SIR ROBERT CHILTERN,"And you would be happy living somewhere alone with me, abroad perhaps, or in the country away from London, away from public life?  You would have no regrets?",1100
SIR ROBERT CHILTERN,And your ambition for me?  You used to be ambitious for me.,1102
SIR ROBERT CHILTERN,"Arthur, I have to thank you for what you have done for me.  I don’t know how I can repay you.",1104
SIR ROBERT CHILTERN,A seat in the Cabinet?,1109
SIR ROBERT CHILTERN,A seat in the Cabinet!,1111
SIR ROBERT CHILTERN,"I cannot accept this offer, Lord Caversham.  I have made up my mind to decline it.",1114
SIR ROBERT CHILTERN,My intention is to retire at once from public life.,1116
SIR ROBERT CHILTERN,"I suppose I had better write it at once.  Such offers are not repeated.  I will ask you to excuse me for a moment, Lord Caversham.",1123
SIR ROBERT CHILTERN,"Yes, Gertrude.",1125
SIR ROBERT CHILTERN,"Gertrude, here is the draft of my letter.  Shall I read it to you?",1147
SIR ROBERT CHILTERN,What are you doing?,1149
SIR ROBERT CHILTERN,Gertrude!  Gertrude!,1151
SIR ROBERT CHILTERN,"My wife! my wife!  Arthur, it seems that I am always to be in your debt.",1153
SIR ROBERT CHILTERN,I owe you much.  And now tell me what you were going to ask me just now as Lord Caversham came in.,1155
SIR ROBERT CHILTERN,My sister to be your wife?,1159
SIR ROBERT CHILTERN,"Arthur, I am very sorry, but the thing is quite out of the question.  I have to think of Mabel’s future happiness.  And I don’t think her happiness would be safe in your hands.  And I cannot have her sacrificed!",1161
SIR ROBERT CHILTERN,"Yes, utterly sacrificed.  Loveless marriages are horrible.  But there is one thing worse than an absolutely loveless marriage.  A marriage in which there is love, but on one side only; faith, but on one side only; devotion, but on one side only, and in which of the two hearts one is sure to be broken.",1163
SIR ROBERT CHILTERN,Arthur cannot bring Mabel the love that she deserves.,1166
SIR ROBERT CHILTERN,Do you really require me to tell you?,1168
SIR ROBERT CHILTERN,"As you choose.  When I called on you yesterday evening I found Mrs. Cheveley concealed in your rooms.  It was between ten and eleven o’clock at night.  I do not wish to say anything more. Your relations with Mrs. Cheveley have, as I said to you last night, nothing whatsoever to do with me.  I know you were engaged to be married to her once.  The fascination she exercised over you then seems to have returned.  You spoke to me last night of her as of a woman pure and stainless, a woman whom you respected and honoured.  That may be so.  But I cannot give my sister’s life into your hands.  It would be wrong of me. It would be unjust, infamously unjust to her.",1170
SIR ROBERT CHILTERN,Not Mrs. Cheveley!  Who was it then?,1173
SIR ROBERT CHILTERN,"What!  Had I fallen so low in your eyes that you thought that even for a moment I could have doubted your goodness? Gertrude, Gertrude, you are to me the white image of all good things, and sin can never touch you.  Arthur, you can go to Mabel, and you have my best wishes!  Oh! stop a moment.  There is no name at the beginning of this letter.  The brilliant Mrs. Cheveley does not seem to have noticed that.  There should be a name.",1176
SIR ROBERT CHILTERN,"Gertrude, is it love you feel for me, or is it pity merely?",1196
LORD GORING,"I did not think you would remember me, Mrs. Cheveley.",104
LORD GORING,Oh! I am not at all romantic.  I am not old enough.  I leave romance to my seniors.,108
LORD GORING,May I ask are you staying in London long?,111
LORD GORING,Have you missed me?,116
LORD GORING,Then I am sorry I did not stay away longer.  I like being missed.,118
LORD GORING,I am very selfish.,120
LORD GORING,"I have only told you half of them as yet, Miss Mabel!",122
LORD GORING,Quite dreadful!  When I think of them at night I go to sleep at once.,124
LORD GORING,"How very nice of you!  But then you are always nice.  By the way, I want to ask you a question, Miss Mabel.  Who brought Mrs. Cheveley here?  That woman in heliotrope, who has just gone out of the room with your brother?",126
LORD GORING,"I haven’t seen her for years, that is all.",128
LORD GORING,All reasons are absurd.,130
LORD GORING,Oh! a genius in the daytime and a beauty at night!,132
LORD GORING,That shows your admirable good taste.,134
LORD GORING,So the newspapers are always telling us.,136
LORD GORING,"Then, my dear Nanjac, you must certainly read between the lines.",138
LORD GORING,"Not if there is any music going on, Miss Mabel.",141
LORD GORING,"Only a quarter to four, father.",144
LORD GORING,"I love talking about nothing, father.  It is the only thing I know anything about.",146
LORD GORING,"What else is there to live for, father?  Nothing ages like happiness.",148
LORD GORING,"I hope not, father.  Good evening, Lady Basildon!",150
LORD GORING,I adore political parties.  They are the only place left to us where people don’t talk politics.,152
LORD GORING,By never listening.,154
LORD GORING,"Of course.  You see, it is a very dangerous thing to listen.  If one listens one may be convinced; and a man who allows himself to be convinced by an argument is a thoroughly unreasonable person.",156
LORD GORING,And those are the views of the two ladies who are known to have the most admirable husbands in London.,160
LORD GORING,"How terrible!  Really, the thing should be more widely known!",162
LORD GORING,I should have thought it was the husbands who were punished.,165
LORD GORING,"Or comic, Lady Basildon?",168
LORD GORING,"Handsome woman, Mrs. Cheveley!",171
LORD GORING,I did wait.,173
LORD GORING,"She is quite right, too.  The men are all dowdies and the women are all dandies, aren’t they?",175
LORD GORING,"Of course.  And a very sensible remark for Mrs. Cheveley to make, too.",177
LORD GORING,"Ah! that is morbid of you, Mrs. Marchmont!",181
LORD GORING,"With pleasure, Miss Mabel.",186
LORD GORING,How could I?  You went away with the child-diplomatist.,188
LORD GORING,I like you immensely.,190
LORD GORING,"If you wish it, Mrs. Cheveley!",288
LORD GORING,"You should go to bed, Miss Mabel.",291
LORD GORING,My father told me to go to bed an hour ago.  I don’t see why I shouldn’t give you the same advice.  I always pass on good advice. It is the only thing to do with it.  It is never of any use to oneself.,293
LORD GORING,I wonder who dropped it.,295
LORD GORING,It is a handsome bracelet.,297
LORD GORING,It can be used as a bracelet.,299
LORD GORING,"Miss Mabel, I am going to make a rather strange request to you.",301
LORD GORING,"Don’t mention to anybody that I have taken charge of this brooch.  Should any one write and claim it, let me know at once.",303
LORD GORING,"Well, you see I gave this brooch to somebody once, years ago.",305
LORD GORING,Yes.,307
LORD GORING,Yes.  It was an unpleasant surprise.  What did she come here for?,310
LORD GORING,"She has mistaken her man, hasn’t she?",312
LORD GORING,Yes.  I should fancy she came to grief if she tried to get Robert into her toils.  It is extraordinary what astounding mistakes clever women make.,314
LORD GORING,"Same thing often.  Good-night, Lady Chiltern!",316
LORD GORING,"Afraid I can’t, thanks.  I have promised to look in at the Hartlocks’.  I believe they have got a mauve Hungarian band that plays mauve Hungarian music.  See you soon.  Good-bye!",319
LORD GORING,"My dear Robert, it’s a very awkward business, very awkward indeed.  You should have told your wife the whole thing.  Secrets from other people’s wives are a necessary luxury in modern life.  So, at least, I am always told at the club by people who are bald enough to know better.  But no man should have a secret from his own wife.  She invariably finds it out.  Women have a wonderful instinct about things. They can discover everything except the obvious.",368
LORD GORING,Is Lady Chiltern as perfect as all that?,370
LORD GORING,"What a pity!  I beg your pardon, my dear fellow, I didn’t quite mean that.  But if what you tell me is true, I should like to have a serious talk about life with Lady Chiltern.",372
LORD GORING,May I try?,374
LORD GORING,"Well, at the worst it would simply be a psychological experiment.",376
LORD GORING,"Everything is dangerous, my dear fellow.  If it wasn’t so, life wouldn’t be worth living. . . . Well, I am bound to say that I think you should have told her years ago.",378
LORD GORING,Yes; most men would call it ugly names.  There is no doubt of that.,380
LORD GORING,That is the reason they are so pleased to find out other people’s secrets.  It distracts public attention from their own.,382
LORD GORING,"Except yourself, Robert.",384
LORD GORING,And public scandal invariably the result.,386
LORD GORING,"Life is never fair, Robert.  And perhaps it is a good thing for most of us that it is not.",388
LORD GORING,"You underrate yourself, Robert.  Believe me, without wealth you could have succeeded just as well.",390
LORD GORING,"Well, you certainly have had your success while you are still young.  No one in our day has had such a brilliant success. Under-Secretary for Foreign Affairs at the age of forty—that’s good enough for any one, I should think.",392
LORD GORING,"Robert, how could you have sold yourself for money?",394
LORD GORING,Yes; you certainly paid a great price for it. But what first made you think of doing such a thing?,396
LORD GORING,Damned scoundrel!,398
LORD GORING,"Ah! I prefer a gentlemanly fool any day.  There is more to be said for stupidity than people imagine.  Personally I have a great admiration for stupidity.  It is a sort of fellow-feeling, I suppose. But how did he do it?  Tell me the whole thing.",400
LORD GORING,A thoroughly shallow creed.,402
LORD GORING,"Fortunately for them, if one is to judge by results.  But tell me definitely, how did the Baron finally persuade you to—well, to do what you did?",404
LORD GORING,State documents?,406
LORD GORING,"I had no idea that you, of all men in the world, could have been so weak, Robert, as to yield to such a temptation as Baron Arnheim held out to you.",408
LORD GORING,And you?,410
LORD GORING,"You were worth more, Robert.",412
LORD GORING,"But tell me, Robert, did you never suffer any regret for what you had done?",414
LORD GORING,You thought you had won.,416
LORD GORING,"I am very sorry for you, Robert, very sorry indeed.",418
LORD GORING,"In public charities?  Dear me! what a lot of harm you must have done, Robert!",420
LORD GORING,"Never mind what I say, Robert!  I am always saying what I shouldn’t say.  In fact, I usually say what I really think.  A great mistake nowadays.  It makes one so liable to be misunderstood.  As regards this dreadful business, I will help you in whatever way I can. Of course you know that.",422
LORD GORING,"Well, the English can’t stand a man who is always saying he is in the right, but they are very fond of a man who admits that he has been in the wrong.  It is one of the best things in them.  However, in your case, Robert, a confession would not do.  The money, if you will allow me to say so, is . . . awkward.  Besides, if you did make a clean breast of the whole affair, you would never be able to talk morality again.  And in England a man who can’t talk morality twice a week to a large, popular, immoral audience is quite over as a serious politician.  There would be nothing left for him as a profession except Botany or the Church.  A confession would be of no use.  It would ruin you.",424
LORD GORING,"I was waiting for you to say that, Robert.  It is the only thing to do now.  And you must begin by telling your wife the whole story.",426
LORD GORING,"Robert, believe me, you are wrong.",428
LORD GORING,Yes.,430
LORD GORING,"So little that I got engaged to be married to her once, when I was staying at the Tenbys’.  The affair lasted for three days . . . nearly.",432
LORD GORING,"Oh, I forget.  At least, it makes no matter. By the way, have you tried her with money?  She used to be confoundedly fond of money.",434
LORD GORING,"Then the marvellous gospel of gold breaks down sometimes. The rich can’t do everything, after all.",436
LORD GORING,"Robert, you must fight her.  You must fight her.",438
LORD GORING,I can’t tell you how at present.  I have not the smallest idea.  But every one has some weak point.  There is some flaw in each one of us. My father tells me that even I have faults.  Perhaps I have.  I don’t know.,440
LORD GORING,In your place I don’t think I should have the smallest scruple in doing so.  She is thoroughly well able to take care of herself.,442
LORD GORING,"Oh, I should fancy Mrs. Cheveley is one of those very modern women of our time who find a new scandal as becoming as a new bonnet, and air them both in the Park every afternoon at five-thirty.  I am sure she adores scandals, and that the sorrow of her life at present is that she can’t manage to have enough of them.",444
LORD GORING,"Well, she wore far too much rouge last night, and not quite enough clothes.  That is always a sign of despair in a woman.",446
LORD GORING,"It is always worth while asking a question, though it is not always worth while answering one.",448
LORD GORING,I wonder.,455
LORD GORING,"Oh, fight in any case—in any case.",457
LORD GORING,"Most pretty women do.  But there is a fashion in pasts just as there is a fashion in frocks.  Perhaps Mrs. Cheveley’s past is merely a slightly décolleté one, and they are excessively popular nowadays. Besides, my dear Robert, I should not build too high hopes on frightening Mrs. Cheveley.  I should not fancy Mrs. Cheveley is a woman who would be easily frightened.  She has survived all her creditors, and she shows wonderful presence of mind.",459
LORD GORING,"Good afternoon, Lady Chiltern!  Have you been in the Park?",462
LORD GORING,"I’ll wait for a short time, thanks.",464
LORD GORING,Oh! please don’t.  It is so pretty.  One of the prettiest hats I ever saw.  I hope the Woman’s Liberal Association received it with loud applause.,466
LORD GORING,Really?  What sort of work?,468
LORD GORING,And never bonnets?,470
LORD GORING,"I don’t know that I have been able to do much for you, Robert, as yet.  In fact, I have not been able to do anything for you, as far as I can see.  I am thoroughly disappointed with myself.",473
LORD GORING,"Ah! the truth is a thing I get rid of as soon as possible! Bad habit, by the way.  Makes one very unpopular at the club . . . with the older members.  They call it being conceited.  Perhaps it is.",475
LORD GORING,"Certainly.  Whenever you like.  I’m going to look in at the Bachelors’ Ball to-night, unless I find something better to do.  But I’ll come round to-morrow morning.  If you should want me to-night by any chance, send round a note to Curzon Street.",477
LORD GORING,You want to talk to me about Mrs. Cheveley?,484
LORD GORING,So he gave me to understand.,486
LORD GORING,He certainly has no secrets from me.  At least I don’t think so.,488
LORD GORING,Quite frankly?,490
LORD GORING,"Nothing.  But, my dear Lady Chiltern, I think, if you will allow me to say so, that in practical life—",492
LORD GORING,"Of which I know nothing by experience, though I know something by observation.  I think that in practical life there is something about success, actual success, that is a little unscrupulous, something about ambition that is unscrupulous always.  Once a man has set his heart and soul on getting to a certain point, if he has to climb the crag, he climbs the crag; if he has to walk in the mire—",494
LORD GORING,He walks in the mire.  Of course I am only talking generally about life.,496
LORD GORING,"Lady Chiltern, I have sometimes thought that . . . perhaps you are a little hard in some of your views on life.  I think that . . . often you don’t make sufficient allowances.  In every nature there are elements of weakness, or worse than weakness.  Supposing, for instance, that—that any public man, my father, or Lord Merton, or Robert, say, had, years ago, written some foolish letter to some one . . .",498
LORD GORING,A letter gravely compromising one’s position.  I am only putting an imaginary case.,500
LORD GORING,Nobody is incapable of doing a foolish thing.  Nobody is incapable of doing a wrong thing.,502
LORD GORING,"No, Lady Chiltern, I am not a Pessimist. Indeed I am not sure that I quite know what Pessimism really means.  All I do know is that life cannot be understood without much charity, cannot be lived without much charity.  It is love, and not German philosophy, that is the true explanation of this world, whatever may be the explanation of the next.  And if you are ever in trouble, Lady Chiltern, trust me absolutely, and I will help you in every way I can.  If you ever want me, come to me for my assistance, and you shall have it.  Come at once to me.",504
LORD GORING,"You must excuse me, Lady Chiltern.  It won’t occur again, if I can help it.",506
LORD GORING,"I should like to, Miss Mabel, but I am afraid I am . . . a little out of practice this morning; and besides, I have to be going now.",509
LORD GORING,I was.,511
LORD GORING,I am so sorry you didn’t.,513
LORD GORING,I am not so sure.,515
LORD GORING,"Yes, at ten.",517
LORD GORING,"Of course I shan’t.  By the way, Lady Chiltern, there is no list of your guests in _The Morning Post_ of to-day.  It has apparently been crowded out by the County Council, or the Lambeth Conference, or something equally boring.  Could you let me have a list?  I have a particular reason for asking you.",519
LORD GORING,"Thanks, so much.",521
LORD GORING,"How clever of you to guess it!  Good-bye, Lady Chiltern!  You will remember what I said to you, won’t you?",523
LORD GORING,"I hardly know myself.  Good-bye, Miss Mabel!",525
LORD GORING,How very selfish of you to have four and a half!  There won’t be any left for me.,526
LORD GORING,That is the first unkind thing you have ever said to me. How charmingly you said it!  Ten to-morrow.,528
LORD GORING,Quite sharp.  But don’t bring Mr. Trafford.,530
LORD GORING,I am delighted to hear it.,532
LORD GORING,"Got my second buttonhole for me, Phipps?",642
LORD GORING,"Rather distinguished thing, Phipps.  I am the only person of the smallest importance in London at present who wears a buttonhole.",644
LORD GORING,"You see, Phipps, Fashion is what one wears oneself.  What is unfashionable is what other people wear.",646
LORD GORING,Just as vulgarity is simply the conduct of other people.,648
LORD GORING,And falsehoods the truths of other people.,650
LORD GORING,Other people are quite dreadful.  The only possible society is oneself.,652
LORD GORING,"To love oneself is the beginning of a lifelong romance, Phipps.",654
LORD GORING,"Don’t think I quite like this buttonhole, Phipps.  Makes me look a little too old.  Makes me almost in the prime of life, eh, Phipps?",656
LORD GORING,"You don’t, Phipps?",658
LORD GORING,"I am not quite sure.  For the future a more trivial buttonhole, Phipps, on Thursday evenings.",660
LORD GORING,Extraordinary thing about the lower classes in England—they are always losing their relations.,662
LORD GORING,"Hum!  Any letters, Phipps?",664
LORD GORING,Want my cab round in twenty minutes.,666
LORD GORING,"Ahem!  Phipps, when did this letter arrive?",668
LORD GORING,"That will do.  Lady Chiltern’s handwriting on Lady Chiltern’s pink notepaper.  That is rather curious. I thought Robert was to write.  Wonder what Lady Chiltern has got to say to me?  ‘I want you.  I trust you.  I am coming to you.  Gertrude.’  ‘I want you.  I trust you.  I am coming to you.’  So she has found out everything!  Poor woman!  Poor woman!  But what an hour to call!  Ten o’clock!  I shall have to give up going to the Berkshires.  However, it is always nice to be expected, and not to arrive.  I am not expected at the Bachelors’, so I shall certainly go there.  Well, I will make her stand by her husband. That is the only thing for her to do.  That is the only thing for any woman to do.  It is the growth of the moral sense in women that makes marriage such a hopeless, one-sided institution.  Ten o’clock.  She should be here soon.  I must tell Phipps I am not in to any one else.",670
LORD GORING,"Oh, why will parents always appear at the wrong time?  Some extraordinary mistake in nature, I suppose. Delighted to see you, my dear father.",672
LORD GORING,"Is it worth while, father?",674
LORD GORING,"This one, father.  It is the chair I use myself, when I have visitors.",676
LORD GORING,"No, father.",678
LORD GORING,"Good many breezes, father.",680
LORD GORING,My dear father!  At this hour?,682
LORD GORING,"Well, the fact is, father, this is not my day for talking seriously.  I am very sorry, but it is not my day.",684
LORD GORING,"During the Season, father, I only talk seriously on the first Tuesday in every month, from four to seven.",686
LORD GORING,"But it is after seven, father, and my doctor says I must not have any serious conversation after seven.  It makes me talk in my sleep.",688
LORD GORING,"No, father, I am not married.",690
LORD GORING,"I think I shall, father.",692
LORD GORING,"I hope not, father.",694
LORD GORING,"Yes, father, but I only admit to thirty-two—thirty-one and a half when I have a really good buttonhole.  This buttonhole is not . . . trivial enough.",696
LORD GORING,"So do I, father.  It is a dreadful draught.  I will come and see you to-morrow, father.  We can talk over anything you like.  Let me help you on with your cloak, father.",698
LORD GORING,"Certainly, father.  But let us go into another room. There is a dreadful draught here. Phipps, is there a good fire in the smoking-room?",700
LORD GORING,"Come in there, father.  Your sneezes are quite heartrending.",702
LORD GORING,"Quite so, father.  I was merely expressing sympathy.",704
LORD GORING,"I quite agree with you, father.  If there was less sympathy in the world there would be less trouble in the world.",706
LORD GORING,"So do I, father.  Everybody one meets is a paradox nowadays.  It is a great bore.  It makes society so obvious.",708
LORD GORING,"Yes, father, if I listen attentively.",710
LORD GORING,"Phipps, there is a lady coming to see me this evening on particular business.  Show her into the drawing-room when she arrives. You understand?",712
LORD GORING,"It is a matter of the gravest importance, Phipps.",714
LORD GORING,"No one else is to be admitted, under any circumstances.",716
LORD GORING,Ah! that is probably the lady.  I shall see her myself.,718
LORD GORING,"In a moment, father.  Do excuse me.  Well, remember my instructions, Phipps—into that room.",720
LORD GORING,"My dear father, if I am to get married, surely you will allow me to choose the time, place, and person? Particularly the person.",741
LORD GORING,"Yes.  In married life affection comes when people thoroughly dislike each other, father, doesn’t it?",743
LORD GORING,"But women who have common sense are so curiously plain, father, aren’t they?  Of course I only speak from hearsay.",745
LORD GORING,"Quite so.  And we men are so self-sacrificing that we never use it, do we, father?",747
LORD GORING,So my mother tells me.,749
LORD GORING,"I hope not, father.",751
LORD GORING,"The fact is, I am horribly busy to-night, Robert, and I gave orders I was not at home to any one.  Even my father had a comparatively cold reception.  He complained of a draught the whole time.",753
LORD GORING,Ah! I guessed as much!,755
LORD GORING,"Oh, merely by something in the expression of your face as you came in.  Who told her?",757
LORD GORING,"You have heard nothing from Vienna yet, in answer to your wire?",759
LORD GORING,Well?,761
LORD GORING,"She doesn’t turn out to be a spy, then?",763
LORD GORING,And thunderingly well they do it.,765
LORD GORING,Certainly.  Let me.,767
LORD GORING,"My dear Robert, of course.  Oh!  Bring some hock and seltzer.",769
LORD GORING,And Phipps!,771
LORD GORING,"Will you excuse me for a moment, Robert?  I want to give some directions to my servant.",773
LORD GORING,"When that lady calls, tell her that I am not expected home this evening.  Tell her that I have been suddenly called out of town. You understand?",775
LORD GORING,"You did perfectly right.  What a mess I am in.  No; I think I shall get through it.  I’ll give her a lecture through the door.  Awkward thing to manage, though.",777
LORD GORING,"Robert, you love your wife, don’t you?",779
LORD GORING,Has she never in her life done some folly—some indiscretion—that she should not forgive your sin?,781
LORD GORING,"Your wife will forgive you.  Perhaps at this moment she is forgiving you.  She loves you, Robert.  Why should she not forgive?",783
LORD GORING,"Is your carriage here, Robert?",787
LORD GORING,"Sir Robert will take my cab, Phipps.",789
LORD GORING,"Robert, you don’t mind my sending you away?",791
LORD GORING,Nothing.,793
LORD GORING,"No, no; there is no one there.",795
LORD GORING,"Robert, you are excited, unnerved.  I tell you there is no one in that room. Sit down, Robert.",797
LORD GORING,Yes.,799
LORD GORING,Yes.,801
LORD GORING,"No, no.",803
LORD GORING,"Robert, this must stop.  I have told you that there is no one in that room—that is enough.",805
LORD GORING,"For God’s sake, don’t!  There is some one there.  Some one whom you must not see.",807
LORD GORING,I forbid you to enter that room.,809
LORD GORING,Great heavens! his own wife!,811
LORD GORING,"Robert, I swear to you on my honour that that lady is stainless and guiltless of all offence towards you.",813
LORD GORING,"Don’t say that, Robert!  It was for your sake she came here.  It was to try and save you she came here.  She loves you and no one else.",815
LORD GORING,"It is not true, Robert.  Before heaven, it is not true.  In her presence and in yours I will explain all.",817
LORD GORING,Mrs. Cheveley!  Great heavens! . . . May I ask what you were doing in my drawing-room?,820
LORD GORING,Doesn’t that sound rather like tempting Providence?,822
LORD GORING,I am glad you have called.  I am going to give you some good advice.,824
LORD GORING,I see you are quite as wilful as you used to be.,826
LORD GORING,Too much experience is a dangerous thing.  Pray have a cigarette.  Half the pretty women in London smoke cigarettes.  Personally I prefer the other half.,828
LORD GORING,"You have come here to sell me Robert Chiltern’s letter, haven’t you?",830
LORD GORING,Because you haven’t mentioned the subject.  Have you got it with you?,832
LORD GORING,What is your price for it?,834
LORD GORING,"What do you want then, Mrs. Cheveley?",836
LORD GORING,I don’t like the name.,838
LORD GORING,Yes: that’s why.,840
LORD GORING,Yes.,842
LORD GORING,That was the natural result of my loving you.,844
LORD GORING,I am under the impression that my lawyer settled that matter with you on certain terms . . . dictated by yourself.,846
LORD GORING,Quite so.  That is why you pretended to love me.,848
LORD GORING,Yes.  I know lots of people think that.,850
LORD GORING,"My dear Mrs. Cheveley, you have always been far too clever to know anything about love.",852
LORD GORING,Yes: except that.,854
LORD GORING,Now?,856
LORD GORING,Are you really serious?,858
LORD GORING,I should make you a very bad husband.,860
LORD GORING,"You mean that you amused yourself immensely, don’t you?",862
LORD GORING,Nothing: but I can read it like a book.,864
LORD GORING,The Book of Numbers.,866
LORD GORING,"In the case of very fascinating women, sex is a challenge, not a defence.",868
LORD GORING,"Women are never disarmed by anything, as far as I know them.",870
LORD GORING,Oh! I do that as it is.  And self-sacrifice is a thing that should be put down by law.  It is so demoralising to the people for whom one sacrifices oneself.  They always go to the bad.,872
LORD GORING,"What you know about him is not his real character.  It was an act of folly done in his youth, dishonourable, I admit, shameful, I admit, unworthy of him, I admit, and therefore . . . not his true character.",874
LORD GORING,How you women war against each other!,876
LORD GORING,"Because you have brought a real tragedy into her life, I suppose.",878
LORD GORING,Lady Chiltern knows nothing of the kind of life to which you are alluding.,880
LORD GORING,"You mustn’t do that.  It would be vile, horrible, infamous.",882
LORD GORING,"With you?  No.  Your transaction with Robert Chiltern may pass as a loathsome commercial transaction of a loathsome commercial age; but you seem to have forgotten that you came here to-night to talk of love, you whose lips desecrated the word love, you to whom the thing is a book closely sealed, went this afternoon to the house of one of the most noble and gentle women in the world to degrade her husband in her eyes, to try and kill her love for him, to put poison in her heart, and bitterness in her life, to break her idol, and, it may be, spoil her soul.  That I cannot forgive you.  That was horrible.  For that there can be no forgiveness.",884
LORD GORING,A diamond snake-brooch with a ruby?,886
LORD GORING,"Because it is found.  In point of fact, I found it myself, and stupidly forgot to tell the butler anything about it as I was leaving. It is in this drawer.  No, that one.  This is the brooch, isn’t it?",888
LORD GORING,Won’t you wear it?,890
LORD GORING,Really?,892
LORD GORING,Yes; much better than when I saw it last.,894
LORD GORING,"Oh, ten years ago, on Lady Berkshire, from whom you stole it.",896
LORD GORING,"I mean that you stole that ornament from my cousin, Mary Berkshire, to whom I gave it when she was married.  Suspicion fell on a wretched servant, who was sent away in disgrace.  I recognised it last night.  I determined to say nothing about it till I had found the thief. I have found the thief now, and I have heard her own confession.",898
LORD GORING,"You know it is true.  Why, thief is written across your face at this moment.",900
LORD GORING,"The drawback of stealing a thing, Mrs. Cheveley, is that one never knows how wonderful the thing that one steals is.  You can’t get that bracelet off, unless you know where the spring is.  And I see you don’t know where the spring is.  It is rather difficult to find.",902
LORD GORING,Oh! don’t use big words.  They mean so little.,904
LORD GORING,I am going to ring for my servant.  He is an admirable servant.  Always comes in the moment one rings for him.  When he comes I will tell him to fetch the police.,906
LORD GORING,To-morrow the Berkshires will prosecute you.  That is what the police are for.,908
LORD GORING,Give me Robert Chiltern’s letter.,910
LORD GORING,Give me Robert Chiltern’s letter.,912
LORD GORING,You know you are lying.  Give it to me at once.  This is it?,914
